datetime,voltaje,corriente,potencia,frecuencia,energia,fp,ESP32_temp,WORKSTATION_CPU,WORKSTATION_CPU_POWER,WORKSTATION_CPU_TEMP,WORKSTATION_GPU,WORKSTATION_GPU_POWER,WORKSTATION_GPU_TEMP,WORKSTATION_RAM,WORKSTATION_RAM_POWER,temperature(℃),humidity(%),wind_speed(m/s)
2021-06-12 23:00:00,120.05551,0.80786,93.19495,59.96844,89.3119,0.96112,33.45519,9.17322,40.67,33.14438,0.28964,35.01801,14.57204,34.93544,10.04739,21.6,80,12.0
2021-06-13 00:00:00,120.04352,0.80813,93.21411,59.96501,89.40476,0.96113,33.41961,9.2376,40.67,33.31769,0.2858,35.0,14.56807,34.98233,10.27116,21.3,83,13.1
2021-06-13 01:00:00,120.0426,0.8071,93.09088,59.96451,89.49795,0.96113,33.36062,9.26355,40.67,33.12135,0.31857,35.0,14.57903,35.05088,9.99174,21.2,84,11.0
2021-06-13 02:00:00,120.04774,0.80618,92.98063,59.96702,89.59126,0.96094,33.2683,9.21308,40.66088,33.04517,0.2607,35.0,14.55201,35.1451,10.04108,20.9,86,8.1
2021-06-13 03:00:00,120.03634,0.82575,95.43006,59.95878,89.68507,0.96248,33.1889,10.70636,40.67222,34.8695,0.27517,35.00207,14.58036,35.13243,10.63143,20.7,88,7.5
2021-06-13 04:00:00,120.04638,0.80508,92.88341,59.96312,89.77968,0.96121,33.0399,9.22935,40.68089,32.88633,0.29672,34.99616,14.57943,35.13567,9.78397,20.8,88,8.2
2021-06-13 05:00:00,120.04379,0.80911,93.30957,59.96315,89.87275,0.96102,32.98155,9.20872,40.67017,33.38412,0.29525,34.99823,14.57468,35.17485,10.89653,20.5,89,7.9
2021-06-13 06:00:00,120.03637,0.82955,95.85067,59.96423,89.96677,0.96255,32.84813,10.91569,40.6715,35.20664,0.30717,34.99913,14.55789,35.31996,10.90347,20.4,89,6.4
2021-06-13 07:00:00,120.04872,0.8026,92.59291,59.96274,90.06186,0.96118,32.90697,9.21633,40.67529,32.74284,0.28639,34.98229,14.58357,35.45535,9.46456,20.6,89,7.9
2021-06-13 08:00:00,120.04762,0.80497,92.85689,59.95893,90.15412,0.96106,33.11188,9.24073,40.65791,32.9501,0.30115,34.99616,14.5753,35.56415,9.70669,22.1,82,8.5
2021-06-13 09:00:00,120.04479,0.80705,93.09348,59.96147,90.24732,0.9612,33.21117,9.23876,40.64518,33.09625,0.29879,34.99764,14.56786,35.6652,9.94764,23.4,77,5.1
2021-06-13 10:00:00,120.04913,0.80644,93.01151,59.96487,90.34068,0.96111,33.3292,9.21149,40.64,33.11249,0.31562,35.0,14.58876,35.69092,10.2582,25.0,71,5.1
2021-06-13 11:00:00,120.04001,0.82729,95.6279,59.96782,90.43455,0.96271,33.33782,10.64974,40.64783,34.79244,0.29407,35.00738,14.56651,35.74255,10.61003,26.1,66,4.7
2021-06-13 12:00:00,120.05249,0.80683,93.07473,59.96859,90.52929,0.96114,33.36752,9.26164,40.66375,33.14349,0.26395,35.14969,14.59236,35.76779,9.79561,26.6,65,4.2
2021-06-13 13:00:00,120.04748,0.80998,93.44939,59.96767,90.62251,0.96146,33.43914,9.15327,40.67349,33.01476,0.30086,35.52642,14.60493,35.82496,10.15117,27.6,62,3.7
2021-06-13 14:00:00,120.04473,0.80708,93.11302,59.9654,90.7157,0.96115,33.59265,9.26621,40.68401,32.81252,0.29052,35.94272,14.60947,35.86363,9.60178,27.8,60,3.9
2021-06-13 15:00:00,120.03059,0.82745,95.6238,59.96525,90.8102,0.96273,33.60174,10.52889,40.70362,34.553,0.29613,36.0,14.57832,35.89178,10.43107,28.6,58,2.7
2021-06-13 16:00:00,120.04387,0.80797,93.22294,59.96732,90.90451,0.96136,33.64125,9.29944,40.72626,32.71095,0.31149,36.0,14.59952,35.93044,9.45141,28.6,57,3.6
2021-06-13 17:00:00,120.04337,0.81084,93.54919,59.9649,90.9979,0.96125,33.71066,9.25826,40.73524,33.12312,0.30558,36.0,14.60962,35.95975,10.02525,28.5,57,3.7
2021-06-13 18:00:00,120.04762,0.8119,93.66242,59.96552,91.09175,0.96136,33.84164,9.28598,40.74788,33.34573,0.29111,36.0,14.59445,36.04361,10.49706,27.1,77,3.8
2021-06-13 19:00:00,120.05455,0.80809,93.2419,59.96862,91.18509,0.96123,34.45906,9.13406,40.76012,32.78664,0.27512,36.0,14.59747,36.08383,9.69774,25.1,78,6.1
2021-06-13 20:00:00,120.05932,0.80756,93.19598,59.96776,91.27851,0.96134,34.63055,9.22509,40.77,32.79215,0.30145,36.0,14.61439,36.1458,9.57912,26.1,67,3.3
2021-06-13 21:00:00,120.05056,0.81073,93.55187,59.96675,91.36061,0.96133,34.90495,9.24374,40.77,33.21871,0.28756,36.00079,14.59964,36.19858,10.36769,24.6,76,8.7
2021-06-13 22:00:00,120.05619,0.80756,93.16306,59.96351,91.46517,0.96128,34.89187,9.23509,40.77811,32.86802,0.28668,36.0,14.59189,36.23594,9.8248,23.2,81,12.4
2021-06-13 23:00:00,120.04556,0.82858,95.76625,59.96764,91.55969,0.96279,34.77828,10.73307,40.78828,34.67818,0.28639,36.0,14.59241,36.27479,10.82134,22.4,84,12.2
2021-06-14 00:00:00,120.05112,0.81016,93.46375,59.97149,91.65437,0.96111,34.427,9.22242,40.80074,33.09652,0.2742,36.0,14.60047,36.27544,10.35505,22.2,84,11.1
2021-06-14 01:00:00,120.05167,0.81025,93.46726,59.96454,91.74778,0.96131,34.42943,9.24283,40.81,33.23029,0.28019,35.99557,14.58443,36.33566,10.30505,22.1,85,9.7
2021-06-14 02:00:00,120.04898,0.80958,93.39584,59.968,91.84142,0.96116,34.36868,9.25531,40.81,33.14467,0.29111,35.92589,14.59263,36.41586,10.43012,21.9,86,10.2
2021-06-14 03:00:00,120.04814,0.80936,93.37043,59.96653,91.93456,0.96132,34.35852,9.20278,40.81,33.08943,0.28188,35.73613,14.59285,36.4648,10.42962,21.8,86,10.9
2021-06-14 04:00:00,120.04071,0.82665,95.55999,59.96448,92.02916,0.9629,34.24202,10.71024,40.81808,34.66371,0.29407,35.66224,14.59783,36.48367,10.62733,21.7,86,11.2
2021-06-14 05:00:00,120.03872,0.82522,95.38229,59.9662,92.12458,0.96274,34.07269,10.53808,40.83423,34.6098,0.2925,35.2925,14.58302,36.48371,10.61576,21.5,87,9.7
2021-06-14 06:00:00,120.04848,0.80981,93.44659,59.96575,92.21905,0.96143,34.05971,9.25576,40.84,33.31414,0.27871,35.06938,14.58731,36.55789,10.43545,21.5,86,9.1
2021-06-14 07:00:00,120.03829,0.8246,95.31456,59.96354,92.3138,0.96265,32.50683,10.66559,40.84328,34.77886,0.31089,34.16977,14.57,36.61913,10.72102,21.7,87,8.4
2021-06-14 08:00:00,120.03952,0.80396,92.74631,59.96396,92.40744,0.96137,30.44665,9.35213,40.81372,33.45779,0.28099,31.30077,14.54879,36.7214,10.70241,22.1,84,8.2
2021-06-14 09:00:00,120.03342,0.80124,92.43014,59.96428,92.50032,0.9611,29.64874,9.23283,40.73881,33.53381,0.25775,29.26897,14.53064,36.78528,10.74234,22.6,82,6.9
2021-06-14 10:00:00,120.01452,0.82609,95.45711,59.96523,92.59428,0.9628,30.2152,10.88903,40.65606,35.57379,0.26682,29.97491,14.5174,36.8692,11.66324,24.1,77,4.8
2021-06-14 11:00:00,120.0375,0.80536,92.90871,59.96974,92.68824,0.96133,32.31037,9.20982,40.61704,33.23384,0.27547,33.35282,14.5473,36.88516,10.5417,26.0,70,2.9
2021-06-14 12:00:00,120.04666,0.80443,92.85905,59.97841,92.76114,0.96118,32.23402,9.3478,40.60093,33.07714,0.34356,33.22193,14.51786,36.93823,10.48061,26.4,69,3.1
2021-06-14 13:00:00,120.04142,0.80694,93.0974,59.96693,92.87441,0.9613,33.2378,9.22247,40.56823,33.13995,0.29436,33.76056,14.55073,36.99326,10.53708,26.6,68,4.4
2021-06-14 14:00:00,120.032,0.82675,95.53023,59.96876,92.96836,0.96268,33.43309,10.76298,40.56381,34.81459,0.29436,34.16563,14.54331,37.05297,10.96479,26.5,69,6.2
2021-06-14 15:00:00,120.04275,0.80681,93.07668,59.96428,93.06329,0.96136,33.53911,9.29782,40.56191,33.04193,0.2858,34.75819,14.59126,37.0637,10.43099,27.3,66,4.8
2021-06-14 16:00:00,120.01417,0.85142,98.75592,59.96649,93.158,0.9665,33.78642,14.62101,40.56727,36.50428,0.30647,34.99291,14.5542,35.87566,12.6639,27.5,65,4.8
2021-06-14 17:00:00,120.02598,0.83399,96.50062,59.9646,93.25688,0.9639,33.85615,12.00717,40.59426,35.27251,0.28107,35.0,14.59414,32.74056,11.15293,26.4,69,10.1
2021-06-14 18:00:00,120.05332,0.80753,93.17673,59.96637,93.35161,0.96146,34.12516,9.30973,40.6,33.12341,0.2734,35.0,14.58247,34.24833,10.33906,24.6,77,12.6
2021-06-14 19:00:00,120.05992,0.8066,93.07468,59.96378,93.44455,0.96129,34.20862,9.18612,40.6,32.93182,0.29782,35.0,14.57011,34.33123,10.0667,23.6,80,13.0
2021-06-14 20:00:00,120.05793,0.80952,93.3972,59.96605,93.53787,0.96133,34.06508,9.2927,40.6,33.34544,0.30292,34.99882,14.56628,34.40457,10.47002,23.2,81,11.0
2021-06-14 21:00:00,120.05028,0.81197,93.67056,59.96974,93.63163,0.9614,33.92155,9.28629,40.6,33.53322,0.25391,34.99882,14.56888,34.46797,10.8877,22.7,81,12.1
2021-06-14 22:00:00,120.05186,0.80585,92.98058,59.96662,93.72465,0.96118,33.8798,9.26883,40.6,32.88459,0.31346,34.99439,14.57864,34.50986,9.75905,22.3,82,12.6
2021-06-14 23:00:00,120.03673,0.82678,95.56705,59.96342,93.81918,0.9627,33.89667,10.66526,40.60074,34.76882,0.27783,34.96664,14.57231,34.52633,10.83543,21.9,84,12.2
2021-06-15 00:00:00,120.04172,0.80527,92.89855,59.96835,93.91348,0.96128,33.79208,9.30419,40.6,33.04488,0.292,34.93003,14.5787,34.58709,9.81296,21.7,85,10.8
